,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,18.12112512588501,0.20271467651404074,2.7343321323394774,0.07945872288346761,512,0.125,rbf,"{'C': 512, 'gamma': 0.125, 'kernel': 'rbf'}",0.8338391502276176,0.8291350531107738,0.8274658573596358,0.8239222829386764,0.8281724347298117,0.8285072542949068,0.003195046225463704,1,0.827212020033389,0.8293747154348156,0.829147063287297,0.8305258365581607,0.8293876621898475,0.829129459500702,0.0010727135677904818
