,false_positive_rate,true_positive_rate,auc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
0,0.0,0.0,0.9979047852958604,0.9833394027676621,0.9903495994173344,0.9763292061179898,0.9766564912910756,0.9903495994173344,0.9834553837808516,0.9667738302616536
1,0.0,0.0001820830298616169,,,,,,,,
2,0.0,0.0014566642388929353,,,,,,,,
3,0.0,0.001820830298616169,,,,,,,,
4,0.0,0.004369992716678805,,,,,,,,
5,0.0,0.0047341587764020395,,,,,,,,
6,0.0,0.00528040786598689,,,,,,,,
7,0.0,0.005644573925710124,,,,,,,,
8,0.0,0.01001456664238893,,,,,,,,
9,0.0,0.010378732702112163,,,,,,,,
10,0.0,0.013656227239621267,,,,,,,,
11,0.0,0.014020393299344501,,,,,,,,
12,0.0,0.021485797523670795,,,,,,,,
13,0.0,0.021849963583394028,,,,,,,,
14,0.0,0.022942461762563728,,,,,,,,
15,0.0,0.023306627822286964,,,,,,,,
16,0.0,0.025491624180626365,,,,,,,,
17,0.0,0.025855790240349598,,,,,,,,
18,0.0,0.02822286962855062,,,,,,,,
19,0.0,0.02858703568827385,,,,,,,,
20,0.0,0.02876911871813547,,,,,,,,
21,0.0,0.029497450837581936,,,,,,,,
22,0.0,0.03186453022578296,,,,,,,,
23,0.0,0.03222869628550619,,,,,,,,
24,0.0,0.03277494537509104,,,,,,,,
25,0.0,0.033139111434814274,,,,,,,,
26,0.0,0.03423160961398398,,,,,,,,
27,0.0,0.03459577567370721,,,,,,,,
28,0.0,0.03823743627093955,,,,,,,,
29,0.0,0.03860160233066278,,,,,,,,
30,0.0,0.04661325564457393,,,,,,,,
31,0.0,0.04697742170429716,,,,,,,,
32,0.0,0.04734158776402039,,,,,,,,
33,0.0,0.047705753823743625,,,,,,,,
34,0.0,0.0484340859431901,,,,,,,,
35,0.0,0.04879825200291333,,,,,,,,
36,0.0,0.055899490167516386,,,,,,,,
37,0.0,0.05662782228696286,,,,,,,,
38,0.0,0.06045156591405681,,,,,,,,
39,0.0,0.06081573197378004,,,,,,,,
40,0.0,0.06263656227239621,,,,,,,,
41,0.0,0.06300072833211945,,,,,,,,
42,0.0,0.06427530954115077,,,,,,,,
43,0.0,0.064639475600874,,,,,,,,
44,0.0,0.06809905316824472,,,,,,,,
45,0.0,0.06846321922796796,,,,,,,,
46,0.0,0.06900946831755281,,,,,,,,
47,0.0,0.06937363437727603,,,,,,,,
48,0.0,0.0711944646758922,,,,,,,,
49,0.0,0.07155863073561544,,,,,,,,
50,0.0,0.07884195193008012,,,,,,,,
51,0.0,0.07920611798980336,,,,,,,,
52,0.0,0.07993445010924982,,,,,,,,
53,0.0,0.08029861616897305,,,,,,,,
54,0.0,0.08394027676620539,,,,,,,,
55,0.0,0.08466860888565186,,,,,,,,
56,0.0,0.08794610342316096,,,,,,,,
57,0.0,0.0883102694828842,,,,,,,,
58,0.0,0.09013109978150037,,,,,,,,
59,0.0,0.0904952658412236,,,,,,,,
60,0.0,0.09085943190094684,,,,,,,,
61,0.0,0.09122359796067006,,,,,,,,
62,0.0,0.09249817916970138,,,,,,,,
63,0.0,0.09286234522942462,,,,,,,,
64,0.0,0.0948652585579024,,,,,,,,
65,0.0,0.09522942461762564,,,,,,,,
66,0.0,0.09577567370721049,,,,,,,,
67,0.0,0.09613983976693372,,,,,,,,
68,0.0,0.09777858703568827,,,,,,,,
69,0.0,0.09814275309541151,,,,,,,,
70,0.0,0.09923525127458122,,,,,,,,
71,0.0,0.09959941733430444,,,,,,,,
72,0.0,0.10415149308084487,,,,,,,,
73,0.0,0.1045156591405681,,,,,,,,
74,0.0,0.10524399126001456,,,,,,,,
75,0.0,0.1056081573197378,,,,,,,,
76,0.0,0.1088856518572469,,,,,,,,
77,0.0,0.10924981791697014,,,,,,,,
78,0.0,0.1110706482155863,,,,,,,,
79,0.0,0.11143481427530955,,,,,,,,
80,0.0,0.11161689730517116,,,,,,,,
81,0.0,0.1119810633648944,,,,,,,,
82,0.0,0.11726147123088128,,,,,,,,
83,0.0,0.11762563729060452,,,,,,,,
84,0.0,0.11871813546977422,,,,,,,,
85,0.0,0.11908230152949745,,,,,,,,
86,0.0,0.12035688273852876,,,,,,,,
87,0.0,0.120721048798252,,,,,,,,
88,0.0,0.12108521485797524,,,,,,,,
89,0.0,0.12144938091769847,,,,,,,,
90,0.0,0.126911871813547,,,,,,,,
91,0.0,0.12727603787327021,,,,,,,,
92,0.0,0.12764020393299344,,,,,,,,
93,0.0,0.12800436999271667,,,,,,,,
94,0.0,0.13073561544064094,,,,,,,,
95,0.0,0.13128186453022578,,,,,,,,
96,0.0,0.1338310269482884,,,,,,,,
97,0.0,0.13419519300801167,,,,,,,,
98,0.0,0.13528769118718134,,,,,,,,
99,0.0,0.1356518572469046,,,,,,,,
100,0.0,0.13601602330662782,,,,,,,,
101,0.0,0.13638018936635105,,,,,,,,
102,0.0,0.13874726875455207,,,,,,,,
103,0.0,0.13911143481427532,,,,,,,,
104,0.0,0.14202476329206118,,,,,,,,
105,0.0,0.1423889293517844,,,,,,,,
106,0.0,0.1434814275309541,,,,,,,,
107,0.0,0.14384559359067736,,,,,,,,
108,0.0,0.14603058994901674,,,,,,,,
109,0.0,0.14639475600874,,,,,,,,
110,0.0,0.15222141296431171,,,,,,,,
111,0.0,0.15258557902403497,,,,,,,,
112,0.0,0.15349599417334303,,,,,,,,
113,0.0,0.15386016023306628,,,,,,,,
114,0.0,0.15440640932265112,,,,,,,,
115,0.0,0.15477057538237438,,,,,,,,
116,0.0,0.154952658412236,,,,,,,,
117,0.0,0.15531682447195921,,,,,,,,
118,0.0,0.1562272396212673,,,,,,,,
119,0.0,0.15659140568099053,,,,,,,,
120,0.0,0.15914056809905316,,,,,,,,
121,0.0,0.1595047341587764,,,,,,,,
122,0.0,0.16023306627822287,,,,,,,,
123,0.0,0.1605972323379461,,,,,,,,
124,0.0,0.1607793153678077,,,,,,,,
125,0.0,0.16114348142753096,,,,,,,,
126,0.0,0.16514930808448652,,,,,,,,
127,0.0,0.16551347414420975,,,,,,,,
128,0.0,0.16788055353241077,,,,,,,,
129,0.0,0.16824471959213402,,,,,,,,
130,0.0,0.16951930080116534,,,,,,,,
131,0.0,0.16988346686088857,,,,,,,,
132,0.0,0.17079388201019666,,,,,,,,
133,0.0,0.17115804806991988,,,,,,,,
134,0.0,0.17407137654770574,,,,,,,,
135,0.0,0.174435542607429,,,,,,,,
136,0.0,0.17825928623452295,,,,,,,,
137,0.0,0.17862345229424617,,,,,,,,
138,0.0,0.17935178441369265,,,,,,,,
139,0.0,0.17971595047341588,,,,,,,,
140,0.0,0.18062636562272397,,,,,,,,
141,0.0,0.1809905316824472,,,,,,,,
142,0.0,0.1822651128914785,,,,,,,,
143,0.0,0.182993445010925,,,,,,,,
144,0.0,0.185360524399126,,,,,,,,
145,0.0,0.18572469045884923,,,,,,,,
146,0.0,0.18627093954843407,,,,,,,,
147,0.0,0.18663510560815733,,,,,,,,
148,0.0,0.18718135469774216,,,,,,,,
149,0.0,0.18754552075746542,,,,,,,,
150,0.0,0.19009468317552805,,,,,,,,
151,0.0,0.19045884923525128,,,,,,,,
152,0.0,0.19264384559359068,,,,,,,,
153,0.0,0.1930080116533139,,,,,,,,
154,0.0,0.193918426802622,,,,,,,,
155,0.0,0.19428259286234523,,,,,,,,
156,0.0,0.19646758922068464,,,,,,,,
