,precision,recall,aupr
0,0.6568047337278107,1.0,0.9976058829884699
1,0.6567684666596216,0.9998391248391248,
2,0.6568378778270979,0.9998391248391248,
3,0.6569073036676885,0.9998391248391248,
4,0.6569767441860465,0.9998391248391248,
5,0.6570461993868274,0.9998391248391248,
6,0.6571156692746881,0.9998391248391248,
7,0.6571851538542879,0.9998391248391248,
8,0.6572546531302876,0.9998391248391248,
9,0.6573241671073506,0.9998391248391248,
10,0.6573936957901417,0.9998391248391248,
11,0.657463239183328,0.9998391248391248,
12,0.657602370119564,0.9998391248391248,
13,0.6576719576719576,0.9998391248391248,
14,0.6577415599534342,0.9998391248391248,
15,0.6578111769686706,0.9998391248391248,
16,0.6578808087223457,0.9998391248391248,
17,0.6579504552191404,0.9998391248391248,
18,0.6580201164637375,0.9998391248391248,
19,0.6580897924608217,0.9998391248391248,
20,0.65815948321508,0.9998391248391248,
21,0.6582989090138757,0.9998391248391248,
22,0.6583686440677966,0.9998391248391248,
23,0.6584383938976587,0.9998391248391248,
24,0.6585081585081585,0.9998391248391248,
25,0.6585779379039949,0.9998391248391248,
26,0.6586477320898686,0.9998391248391248,
27,0.6587175410704822,0.9998391248391248,
28,0.6587873648505406,0.9998391248391248,
29,0.6588572034347503,0.9998391248391248,
30,0.6589270568278202,0.9998391248391248,
31,0.6589969250344608,0.9998391248391248,
32,0.6590668080593849,0.9998391248391248,
33,0.6591367059073072,0.9998391248391248,
34,0.6592066185829444,0.9998391248391248,
35,0.6592765460910152,0.9998391248391248,
36,0.6593464884362402,0.9998391248391248,
37,0.6594864176570459,0.9998391248391248,
38,0.6595564045420779,0.9998391248391248,
39,0.659626406283167,0.9998391248391248,
40,0.659696422885044,0.9998391248391248,
41,0.6597664543524416,0.9998391248391248,
42,0.6598365006900945,0.9998391248391248,
43,0.6599065619027394,0.9998391248391248,
44,0.6599766379951152,0.9998391248391248,
45,0.6600467289719626,0.9998391248391248,
46,0.6601168348380244,0.9998391248391248,
47,0.6601869555980454,0.9998391248391248,
48,0.6602570912567726,0.9998391248391248,
49,0.6603272418189545,0.9998391248391248,
50,0.6603974072893423,0.9998391248391248,
51,0.6605377829737485,0.9998391248391248,
52,0.6606079931972789,0.9998391248391248,
53,0.6606782183480387,0.9998391248391248,
54,0.6608187134502924,0.9998391248391248,
55,0.6609592683186217,0.9998391248391248,
56,0.6610295681769837,0.9998391248391248,
57,0.6610998829911712,0.9998391248391248,
58,0.6611702127659574,0.9998391248391248,
59,0.6612405575061177,0.9998391248391248,
60,0.661310917216429,0.9998391248391248,
61,0.6613812919016707,0.9998391248391248,
62,0.6614516815666242,0.9998391248391248,
63,0.6615220862160723,0.9998391248391248,
64,0.6615925058548009,0.9998391248391248,
65,0.6616629404875971,0.9998391248391248,
66,0.6617333901192505,0.9998391248391248,
67,0.6618038547545523,0.9998391248391248,
68,0.661874334398296,0.9998391248391248,
69,0.6619448290552774,0.9998391248391248,
70,0.662015338730294,0.9998391248391248,
71,0.6620858634281453,0.9998391248391248,
72,0.6621564031536331,0.9998391248391248,
73,0.662226957911561,0.9998391248391248,
74,0.6622975277067349,0.9998391248391248,
