,precision,recall,aupr
0,0.5,1.0,0.8988582970732453
1,0.49995447509787855,0.9998179169701383,
2,0.5000455331936982,0.9998179169701383,
3,0.5000910746812386,0.9998179169701383,
4,0.5000455414882958,0.9996358339402768,
5,0.500091091273456,0.9996358339402768,
6,0.500136649357748,0.9996358339402768,
7,0.5001822157434402,0.9996358339402768,
8,0.5002277904328019,0.9996358339402768,
9,0.5001822489520685,0.9994537509104151,
10,0.5002278319511528,0.9994537509104151,
11,0.5002734232592052,0.9994537509104151,
12,0.5003190228784978,0.9994537509104151,
13,0.5003646308113036,0.9994537509104151,
14,0.5004102470598961,0.9994537509104151,
15,0.5004558716265499,0.9994537509104151,
16,0.5005015045135406,0.9994537509104151,
17,0.5005471457231443,0.9994537509104151,
18,0.5005927952576379,0.9994537509104151,
19,0.5006384531192996,0.9994537509104151,
20,0.5006841193104077,0.9994537509104151,
21,0.5007297938332421,0.9994537509104151,
22,0.500775476690083,0.9994537509104151,
23,0.5008211678832116,0.9994537509104151,
24,0.5008668674149102,0.9994537509104151,
25,0.5009125752874612,0.9994537509104151,
26,0.5009582915031486,0.9994537509104151,
27,0.5009127418765973,0.9992716678805535,
28,0.5009584664536741,0.9992716678805535,
29,0.5010041993792222,0.9992716678805535,
30,0.5010499406555282,0.9992716678805535,
31,0.5010956902848794,0.9992716678805535,
32,0.5011414482695644,0.9992716678805535,
33,0.5011872146118721,0.9992716678805535,
34,0.5012329893140927,0.9992716678805535,
35,0.5012787723785166,0.9992716678805535,
36,0.5013245638074358,0.9992716678805535,
37,0.5013703636031427,0.9992716678805535,
38,0.5014161717679305,0.9992716678805535,
39,0.5014619883040936,0.9992716678805535,
40,0.5015078132139267,0.9992716678805535,
41,0.5015536464997258,0.9992716678805535,
42,0.5015994881637876,0.9992716678805535,
43,0.5016453382084095,0.9992716678805535,
44,0.5016911966358899,0.9992716678805535,
45,0.5017829386486239,0.9992716678805535,
46,0.5018288222384785,0.9992716678805535,
47,0.5018747142203932,0.9992716678805535,
48,0.5019206145966709,0.9992716678805535,
49,0.5019665233696149,0.9992716678805535,
50,0.5020124405415295,0.9992716678805535,
51,0.5020583661147197,0.9992716678805535,
52,0.5021043000914913,0.9992716678805535,
53,0.5021502424741513,0.9992716678805535,
54,0.5021961932650073,0.9992716678805535,
55,0.5022881200805418,0.9992716678805535,
56,0.5023340961098398,0.9992716678805535,
57,0.5023800805565727,0.9992716678805535,
58,0.5024260734230522,0.9992716678805535,
59,0.5024720747115913,0.9992716678805535,
60,0.5025180844245033,0.9992716678805535,
61,0.5025641025641026,0.9992716678805535,
62,0.5026101291327044,0.9992716678805535,
63,0.502656164132625,0.9992716678805535,
64,0.5027022075661812,0.9992716678805535,
